name|quantity|canDabHand|proficiency|focus|unlock|profession|commission|recipe|type|class|slot|equipBonus
Feywood Sallet|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Crystalline Ornament'], [3.0, ""Ears 'N Tears""], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Paladin|Head|+7.5k Critical Strike
Feywood Shoes|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Woven Whiskers'], [3.0, ""Lacquered 'Aged' Leather""], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Cleric|Feet|+7.5k Power
Feywood Sprigs|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Woven Whiskers'], [3.0, 'Fey Fibers'], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Cleric|Arms|+7.5k Critical Severity
Feywood Wristguards|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Crystalline Ornament'], [3.0, 'Beads of Light'], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Paladin|Arms|+7.5k Critical Severity
Fey'd Leaf Crown|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Woven Whiskers'], [3.0, 'Fey Fibers'], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Cleric|Head|+7.5k Critical Strike
Feywood Bark|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Crystalline Ornament'], [3.0, ""Ears 'N Tears""], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Fighter|Arms|+7.5k Critical Severity
Heavy Feywood Barbute|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|0|"[[3.0, 'Hardened Feywood'], [1.0, 'Woven Fey Leaves'], [3.0, 'Beads of Light'], [1.0, ""Dawn's Silver Enamel""]]"|Gear|"Fighter, Paladin, Barbarian"|Head|+7.5k Awareness
Feywood Bark Barbute|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Woven Fey Leaves'], [3.0, 'Beads of Light'], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Barbarian|Head|+7.5k Critical Strike
Feywood Barkguard|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[4.0, 'Hardened Feywood'], [2.0, 'Woven Whiskers'], [2.0, 'Crystalline Ornament'], [1.0, 'Woven Fey Leaves'], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Cleric|Armor|+7.5k Power
Feywood Boots|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Woven Whiskers'], [3.0, ""Lacquered 'Aged' Leather""], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Cleric|Feet|+7.5k Power
Feywood Branches|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Crystalline Ornament'], [3.0, 'Fey Fibers'], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Barbarian|Arms|+7.5k Critical Severity
Feywood Breastboard|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[4.0, 'Hardened Feywood'], [2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Lacquered Leaves'], [1.0, 'Woven Fey Leaves'], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Barbarian|Armor|+7.5k Power
Feywood Chestplate|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[4.0, 'Hardened Feywood'], [2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Crystalline Ornament'], [1.0, 'Woven Fey Leaves'], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Fighter|Armor|+7.5k Power
Feywood Greaves|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Crystalline Ornament'], [3.0, 'Beads of Light'], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Fighter|Feet|+7.5k Power
Feywood Helm|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Crystalline Ornament'], [3.0, 'Beads of Light'], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Fighter|Head|+7.5k Critical Strike
Feywood Waders|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Crystalline Ornament'], [3.0, ""Lacquered 'Aged' Leather""], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Barbarian|Feet|+7.5k Power
Feywood Wraps|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Woven Whiskers'], [3.0, 'Fey Fibers'], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Cleric|Arms|+7.5k Critical Severity
Feywood Bark Helm|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Crystalline Ornament'], [3.0, 'Beads of Light'], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Fighter|Head|+7.5k Critical Strike
Feywood Bark Sallet|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Crystalline Ornament'], [3.0, ""Ears 'N Tears""], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Paladin|Head|+7.5k Critical Strike
Feywood Blightbark|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Crystalline Ornament'], [3.0, ""Ears 'N Tears""], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Fighter|Arms|+7.5k Critical Severity
Feywood Chestguard|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[4.0, 'Hardened Feywood'], [2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Crystalline Ornament'], [1.0, 'Woven Fey Leaves'], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Fighter|Armor|+7.5k Power
Feywood Gaiters|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Crystalline Ornament'], [3.0, 'Beads of Light'], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Fighter|Feet|+7.5k Power
Feywood Gauntlets|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Crystalline Ornament'], [3.0, 'Beads of Light'], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Paladin|Arms|+7.5k Critical Severity
Feywood Poleyns|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[2.0, 'Hardened Feywood'], [2.0, 'Crystalline Ornament'], [3.0, ""Ears 'N Tears""], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Paladin|Feet|+7.5k Power
Hardened Feywood Cuirass|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[4.0, 'Hardened Feywood'], [2.0, 'Woven Fey Leaves'], [2.0, 'Crystalline Ornament'], [1.0, ""Lacquered 'Aged' Leather""], [1.0, ""Dawn's Silver Enamel""]]"|Gear|Paladin|Armor|+7.5k Power
Silvervine Alembic|1.0|False|1400|1400|Sharandar Masterwork - Armorsmithing|Armorsmithing|10.0|"[[4.0, 'Silvertongue Moss'], [2.0, 'Silver Vines'], [2.0, 'Soulfire Flies'], [1.0, ""Dawn's Silver Enamel""]]"|Tool|N/A|Alchemy|-
Bronzewood Bucket|1.0|False|1400|1400|Chultan Masterwork - Artificing I|Artificing|6.25|"[[5.0, 'Bronzewood Lumber'], [3.0, 'Lakh Varnish']]"|Tool|N/A|Gathering (Liquids)|-
Bronzewood Crossbow|1.0|False|1400|1400|Chultan Masterwork - Artificing I|Artificing|6.25|"[[2.0, 'Bronzewood Lumber'], [2.0, 'Hardened Bronzewood'], [1.0, 'Drake Sinew']]"|Tool|N/A|Gathering (Animals)|-
Bronzewood Picatrix|1.0|False|1400|1400|Chultan Masterwork - Artificing I|Artificing|6.25|"[[1.0, 'Bronzewood Lumber'], [3.0, 'Lakh Varnish'], [1.0, 'Black Ink']]"|Tool|N/A|Artificing|-
Mastered Dinohide Temicamatl|1.0|False|1400|1400|Chultan Masterwork - Artificing II|Artificing|6.25|"[[3.0, 'Living Varnish'], [4.0, 'Lacquered Dinosaur Leather'], [5.0, 'Chultan Silk Thread']]"|Gear|Warlock|Off-Hand|-
Mastered Fanged Quiilpia|1.0|False|1400|1400|Chultan Masterwork - Artificing II|Artificing|6.25|"[[3.0, 'Living Bronzewood'], [4.0, 'Brilliant Bead'], [2.0, 'Fanged Ornament'], [1.0, 'Chultan Silk Thread']]"|Gear|Wizard|Off-Hand|-
Mastered Feathered Ilhuilli|1.0|False|1400|1400|Chultan Masterwork - Artificing II|Artificing|6.25|"[[3.0, 'Soulfired Obsidian'], [4.0, 'Hardened Bronzewood'], [2.0, 'Fanged Ornament'], [1.0, 'Lakh Varnish']]"|Gear|Cleric|Off-Hand|-
Mastered Bronzewood Tlahuitolli|1.0|False|1400|1400|Chultan Masterwork - Artificing II|Artificing|6.25|"[[3.0, 'Living Bronzewood'], [2.0, 'Feathered Ornament'], [2.0, 'Obsidian Shard'], [2.0, 'Chultan Silk Thread'], [1.0, 'Lakh Varnish']]"|Gear|Ranger|Main Hand|-
Mastered Feathered Teotlanextli|1.0|False|1400|1400|Chultan Masterwork - Artificing II|Artificing|6.25|"[[3.0, 'Living Bronzewood'], [4.0, 'Jute Macrame'], [2.0, 'Feathered Ornament'], [1.0, 'Obsidian Shard'], [1.0, 'Lakh Varnish']]"|Gear|Cleric|Main Hand|-
Mastered Obsidian Miztonhiyo|1.0|False|1400|1400|Chultan Masterwork - Artificing II|Artificing|6.25|"[[3.0, 'Living Bronzewood'], [4.0, 'Jute Macrame'], [2.0, 'Feathered Ornament'], [1.0, 'Obsidian Shard'], [1.0, 'Lakh Varnish']]"|Gear|Wizard|Main Hand|-
Mastered Obsidian Tecpatl|1.0|False|1400|1400|Chultan Masterwork - Artificing II|Artificing|6.25|"[[3.0, 'Living Bronzewood'], [4.0, 'Obsidian Shard'], [2.0, 'Feathered Ornament'], [1.0, 'Jute Macrame'], [1.0, 'Lakh Varnish']]"|Gear|Warlock|Main Hand|-
Mastered Obsidian Mekatl|1.0|False|1400|1400|Chultan Masterwork - Artificing II|Artificing|6.25|"[[3.0, 'Soulfired Obsidian'], [4.0, 'Hardened Bronzewood'], [2.0, 'Fanged Ornament'], [1.0, 'Lakh Varnish'], [1.0, 'Soulfire Flies']]"|Gear|Bard|Off-Hand|-
Commissioned Abacus|1.0|False|1400|1400|Sharandar Masterwork - Artificing|Artificing|6.25|"[[4.0, ""Displacer Beast's Whisker""], [2.0, 'Silver Vines'], [1.0, ""Shard of Dawn's Light""], [2.0, ""Dawn's Silver Enamel""]]"|Commission Item|N/A|N/A|-
Commissioned Compass|1.0|False|1400|1400|Sharandar Masterwork - Artificing|Artificing|6.25|"[[4.0, ""Shard of Dawn's Light""], [4.0, ""Dawn's Silver Enamel""], [2.0, 'Silver Vines'], [2.0, ""Troll's Earwax Resin""]]"|Commission Item|N/A|N/A|-
Commissioned Portal Frame|1.0|False|1400|1400|Sharandar Masterwork - Artificing|Artificing|6.25|"[[20.0, 'Feywood Lumber'], [6.0, 'Hardened Blight Bark'], [4.0, 'Corpse Flower Thorn'], [2.0, ""Ears 'N Tears""]]"|Commission Item|N/A|N/A|-
Commissioned Silver Sealant|1.0|False|1400|1400|Sharandar Masterwork - Artificing|Artificing|6.25|"[[4.0, ""Ears 'N Tears""], [4.0, ""Frozen Dawn's Dew""], [2.0, ""Dawn's Silver Enamel""], [1.0, ""Troll's Earwax Resin""], [1.0, ""Weeping Willow's Tears""]]"|Commission Item|N/A|N/A|-
Feywood Bucket|1.0|False|1400|1400|Sharandar Masterwork - Artificing|Artificing|6.25|"[[2.0, 'Feywood Lumber'], [2.0, 'Corpse Flower Thorn'], [1.0, 'Questionable Piece of Leather'], [3.0, ""Ears 'N Tears""]]"|Tool|N/A|Gathering (Liquids)|-
Feywood Crossbow|1.0|False|1400|1400|Sharandar Masterwork - Artificing|Artificing|6.25|"[[2.0, 'Feywood Lumber'], [2.0, 'Hardened Feywood'], [1.0, 'Soulfire Flies'], [1.0, 'Shade Leaves']]"|Tool|N/A|Gathering (Animals)|-
Feywood Picatrix|1.0|False|1400|1400|Sharandar Masterwork - Artificing|Artificing|6.25|"[[1.0, 'Feywood Lumber'], [3.0, ""Ears 'N Tears""], [1.0, 'Soulfire Flies'], [3.0, 'Shade Leaves'], [1.0, ""Troll's Earwax Resin""]]"|Tool|N/A|Artificing|-
Feywood Longbow|1.0|False|1400|1400|Sharandar Masterwork - Artificing|Artificing|6.25|"[[3.0, 'Living Feywood'], [2.0, 'Crystalline Ornament'], [2.0, 'Silver Vines'], [2.0, 'Fey Fibers'], [1.0, ""Ears 'N Tears""]]"|Gear|Ranger|Main Hand|Set: MWVII Weapons
Feywood Pact Blade|1.0|False|1400|1400|Sharandar Masterwork - Artificing|Artificing|6.25|"[[3.0, 'Living Feywood'], [4.0, 'Silver Vines'], [2.0, 'Crystalline Ornament'], [1.0, 'Woven Whiskers'], [1.0, ""Ears 'N Tears""]]"|Gear|Warlock|Main Hand|Set: MWVII Weapons
Silvervine Orb|1.0|False|1400|1400|Sharandar Masterwork - Artificing|Artificing|6.25|"[[3.0, 'Living Feywood'], [4.0, 'Woven Whiskers'], [2.0, 'Crystalline Ornament'], [1.0, 'Silver Vines'], [1.0, ""Ears 'N Tears""]]"|Gear|Wizard|Main Hand|Set: MWVII Weapons
Silvervine Sceptor|1.0|False|1400|1400|Sharandar Masterwork - Artificing|Artificing|6.25|"[[3.0, 'Living Feywood'], [4.0, 'Woven Whiskers'], [2.0, 'Crystalline Ornament'], [1.0, 'Silver Vines'], [1.0, ""Ears 'N Tears""]]"|Gear|Cleric|Main Hand|Set: MWVII Weapons
Feywood Lute|1.0|False|1400|1400|Sharandar Masterwork - Artificing|Artificing|6.25|"[[3.0, ""Frozen Dawn's Dew""], [4.0, 'Hardened Feywood'], [2.0, 'Thorned Ornament'], [1.0, ""Ears 'N Tears""]]"|Gear|Bard|Off-Hand|Set: MWVII Weapons
Frozen Dew Icon|1.0|False|1400|1400|Sharandar Masterwork - Artificing|Artificing|6.25|"[[3.0, ""Frozen Dawn's Dew""], [4.0, 'Hardened Feywood'], [2.0, 'Thorned Ornament'], [1.0, ""Ears 'N Tears""]]"|Gear|Cleric|Off-Hand|Set: MWVII Weapons
Petrified Grimoire|1.0|False|1400|1400|Sharandar Masterwork - Artificing|Artificing|6.25|"[[3.0, 'Salty Tears Varnish'], [4.0, ""Lacquered 'Aged' Leather""], [2.0, 'Fey Fibers'], [4.0, 'Shade Leaves']]"|Gear|Warlock|Off-Hand|Set: MWVII Weapons
Thorned Talisman|1.0|False|1400|1400|Sharandar Masterwork - Artificing|Artificing|6.25|"[[3.0, 'Living Feywood'], [4.0, 'Beads of Light'], [2.0, 'Thorned Ornament'], [1.0, 'Fey Fibers']]"|Gear|Wizard|Off-Hand|Set: MWVII Weapons
Wootz Cross-pein Hammer|1.0|False|1400|1400|Chultan Masterwork - Blacksmithing I|Blacksmithing|15.0|"[[2.0, 'Chultan Wootz Ingot'], [1.0, 'Bronzewood Lumber'], [2.0, 'Lacquered Dinosaur Leather']]"|Tool|N/A|Blacksmithing|-
Wootz File|1.0|False|1400|1400|Chultan Masterwork - Blacksmithing I|Blacksmithing|15.0|"[[3.0, 'Chultan Wootz Ingot'], [1.0, 'Lacquered Dinosaur Leather']]"|Tool|N/A|Jewelcrafting|-
Wootz Hatchet|1.0|False|1400|1400|Chultan Masterwork - Blacksmithing I|Blacksmithing|15.0|"[[2.0, 'Chultan Wootz Ingot'], [1.0, 'Bronzewood Lumber'], [3.0, 'Shark Oil']]"|Tool|N/A|Gathering (Wood)|-
Wootz Pickaxe|1.0|False|1400|1400|Chultan Masterwork - Blacksmithing I|Blacksmithing|15.0|"[[3.0, 'Chultan Wootz Ingot'], [1.0, 'Bronzewood Lumber'], [1.0, 'Lacquered Dinosaur Leather']]"|Tool|N/A|Gathering (Stone)|-
Wootz Raising Hammer|1.0|False|1400|1400|Chultan Masterwork - Blacksmithing I|Blacksmithing|15.0|"[[2.0, 'Chultan Wootz Ingot'], [1.0, 'Bronzewood Lumber'], [2.0, 'Chultan Silk']]"|Tool|N/A|Armorsmithing|-
Wootz Round Knife|1.0|False|1400|1400|Chultan Masterwork - Blacksmithing I|Blacksmithing|15.0|"[[2.0, 'Chultan Wootz Ingot'], [2.0, 'Lacquered Dinosaur Leather'], [3.0, 'Shark Oil']]"|Tool|N/A|Leatherworking|-
Wootz Scythe|1.0|False|1400|1400|Chultan Masterwork - Blacksmithing I|Blacksmithing|15.0|"[[2.0, 'Chultan Wootz Ingot'], [1.0, 'Bronzewood Lumber'], [2.0, 'Lakh Varnish'], [3.0, 'Slate Whetstone']]"|Tool|N/A|Gathering (Crops)|-
Mastered Obsidian Itecpayo|1.0|False|1400|1400|Chultan Masterwork - Blacksmithing II|Blacksmithing|15.0|"[[3.0, 'Soulfired Obsidian'], [4.0, 'Hardened Bronzewood'], [2.0, 'Feathered Ornament'], [3.0, 'Chultan Wootz Ingot']]"|Gear|Rogue|Off-Hand|-
Mastered Obsidian Itztopilli|1.0|False|1400|1400|Chultan Masterwork - Blacksmithing II|Blacksmithing|15.0|"[[3.0, 'Soulfired Obsidian'], [4.0, 'Hardened Bronzewood'], [2.0, 'Lion Fur'], [1.0, 'Bronzewood Lumber']]"|Gear|Ranger|Off-Hand|-
Mastered Obsidian Rapier|1.0|False|1400|1400|Chultan Masterwork - Blacksmithing II|Blacksmithing|15.0|"[[3.0, 'Soulfired Obsidian'], [4.0, 'Obsidian Shard'], [2.0, 'Lacquered Dinosaur Leather'], [1.0, 'Hardened Bronzewood'], [1.0, 'Feathered Ornament']]"|Gear|Bard|Main Hand|-
Mastered Bronzewood Huitzauhqui|1.0|False|1400|1400|Chultan Masterwork - Blacksmithing II|Blacksmithing|15.0|"[[3.0, 'Chultan Wootz Ingot'], [3.0, 'Soulfired Obsidian'], [4.0, 'Hardened Bronzewood'], [2.0, 'Lacquered Dinosaur Leather']]"|Gear|Barbarian|Main Hand|-
Mastered Bronzewood Macuahuitl|1.0|False|1400|1400|Chultan Masterwork - Blacksmithing II|Blacksmithing|15.0|"[[3.0, 'Soulfired Obsidian'], [4.0, 'Hardened Bronzewood'], [2.0, 'Lacquered Dinosaur Leather'], [3.0, 'Chultan Wootz Ingot']]"|Gear|Figher|Main Hand|-
Mastered Bronzewood Quauhololli|1.0|False|1400|1400|Chultan Masterwork - Blacksmithing II|Blacksmithing|15.0|"[[3.0, 'Soulfired Obsidian'], [4.0, 'Hardened Bronzewood'], [2.0, 'Lacquered Dinosaur Leather'], [3.0, 'Chultan Wootz Ingot'], [1.0, 'Chultan Silk']]"|Gear|Paladin|Main Hand|-
Mastered Obsidian Omihuictli|1.0|False|1400|1400|Chultan Masterwork - Blacksmithing II|Blacksmithing|15.0|"[[3.0, 'Soulfired Obsidian'], [4.0, 'Obsidian Shard'], [2.0, 'Lacquered Dinosaur Leather'], [1.0, 'Hardened Bronzewood'], [1.0, 'Feathered Ornament']]"|Gear|Rogue|Main Hand|-
Commissioned Blight Slicers|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|6.0|"[[4.0, 'Feywood Lumber'], [2.0, ""Dawn's Silver Enamel""], [2.0, 'Soulfire Flies']]"|Commission Item|N/A|N/A|-
Commissioned Earth Mulchers|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|6.0|"[[6.0, 'Silvertongue Moss'], [4.0, 'Feywood Lumber'], [2.0, 'Soulfire Flies']]"|Commission Item|N/A|N/A|-
Commissioned Shadow Cutters|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|6.0|"[[3.0, 'Silver Vines'], [2.0, 'Hardened Feywood'], [2.0, ""Ears 'N Tears""], [1.0, 'Soulfire Flies']]"|Commission Item|N/A|N/A|-
Commissioned Silvernotch Arrows|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|6.0|"[[1.0, 'Corpse Flower Thorn'], [4.0, 'Feywood Lumber'], [2.0, ""Shard of Dawn's Light""], [1.0, 'Silvertongue Moss']]"|Commission Item|N/A|N/A|-
Silvervine Cross-pein Hammer|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|6.0|"[[2.0, 'Silvertongue Moss'], [1.0, 'Feywood Lumber'], [2.0, ""Lacquered 'Aged' Leather""], [1.0, 'Soulfire Flies']]"|Tool|N/A|Blacksmithing|-
Silvervine File|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|6.0|"[[3.0, 'Silvertongue Moss'], [1.0, ""Lacquered 'Aged' Leather""], [1.0, 'Soulfire Flies']]"|Tool|N/A|Jewelcrafting|-
Silvervine Hatchet|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|6.0|"[[2.0, 'Silvertongue Moss'], [1.0, 'Feywood Lumber'], [3.0, ""Troll's Earwax Resin""], [2.0, 'Soulfire Flies']]"|Tool|N/A|Gathering (Wood)|-
Silvervine Pickaxe|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|6.0|"[[3.0, 'Silvertongue Moss'], [1.0, 'Feywood Lumber'], [1.0, ""Lacquered 'Aged' Leather""]]"|Tool|N/A|Gathering (Stone)|-
Silvervine Raising Hammer|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|6.0|"[[2.0, 'Silvertongue Moss'], [1.0, 'Feywood Lumber'], [2.0, 'Woven Fey Leaves'], [1.0, 'Soulfire Flies']]"|Tool|N/A|Armorsmithing|-
Silvervine Round Knife|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|6.0|"[[2.0, 'Silvertongue Moss'], [2.0, ""Lacquered 'Aged' Leather""], [1.0, 'Soulfire Flies'], [3.0, ""Troll's Earwax Resin""]]"|Tool|N/A|Leatherworking|-
Silvervine Scythe|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|6.0|"[[2.0, 'Silvertongue Moss'], [1.0, 'Feywood Lumber'], [2.0, ""Ears 'N Tears""], [3.0, 'Shattered Snowflakes']]"|Tool|N/A|Gathering (Crops)|-
Feywood Broad Slab|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|15.0|"[[3.0, ""Frozen Dawn's Dew""], [4.0, 'Hardened Feywood'], [2.0, ""Lacquered 'Aged' Leather""], [3.0, ""Displacer Beast's Whisker""], [4.0, ""Dawn's Silver Enamel""]]"|Gear|Barbarian|Main Hand|Set: MWVII Weapons
Feywood Carved Blade|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|15.0|"[[3.0, ""Frozen Dawn's Dew""], [4.0, 'Hardened Feywood'], [2.0, ""Lacquered 'Aged' Leather""], [3.0, ""Displacer Beast's Whisker""], [1.0, 'Shattered Snowflakes']]"|Gear|Fighter|Main Hand|Set: MWVII Weapons
Feywood Club|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|15.0|"[[3.0, ""Frozen Dawn's Dew""], [4.0, 'Hardened Feywood'], [2.0, ""Lacquered 'Aged' Leather""], [3.0, ""Ears 'N Tears""], [1.0, 'Woven Fey Leaves']]"|Gear|Paladin|Main Hand|Set: MWVII Weapons
Feywood Rapier|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|15.0|"[[3.0, ""Frozen Dawn's Dew""], [4.0, 'Silver Vines'], [2.0, ""Lacquered 'Aged' Leather""], [1.0, 'Hardened Feywood'], [1.0, 'Crystalline Ornament']]"|Gear|Bard|Main Hand|Set: MWVII Weapons
Feywood Stiletto|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|15.0|"[[3.0, ""Frozen Dawn's Dew""], [4.0, 'Silver Vines'], [2.0, ""Lacquered 'Aged' Leather""], [1.0, 'Hardened Feywood'], [1.0, 'Crystalline Ornament']]"|Gear|Rogue|Main Hand|Set: MWVII Weapons
Feywood Blades|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|15.0|"[[3.0, ""Frozen Dawn's Dew""], [4.0, 'Hardened Feywood'], [2.0, 'Lacquered Leaves'], [1.0, 'Feywood Lumber']]"|Gear|Ranger|Off-Hand|Set: MWVII Weapons
Feywood Dagger|1.0|False|1400|1400|Sharandar Masterwork - Blacksmithing|Blacksmithing|15.0|"[[3.0, ""Frozen Dawn's Dew""], [4.0, 'Hardened Feywood'], [2.0, 'Crystalline Ornament'], [1.0, ""Displacer Beast's Whisker""]]"|Gear|Rogue|Off-Hand|Set: MWVII Weapons
Fang Needle|1.0|False|1400|1400|Chultan Masterwork - Jewelcrafting I|Jewelcrafting|10.0|"[[1.0, 'Allosaur Fang'], [1.0, 'Living Varnish'], [3.0, 'Slate Whetstone']]"|Tool|N/A|Tailoring|-
Mastered Beaded Restoration Ring|1.0|False|1400|1400|Chultan Masterwork - Jewelcrafting II|Jewelcrafting|10.0|"[[1.0, 'Living Bronzewood'], [2.0, 'Brilliant Bead'], [2.0, 'Chultan Tea Leaves'], [1.0, 'Lakh Varnish']]"|Gear|N/A|Ring|-
Mastered Beaded Assault Ring|1.0|False|1400|1400|Chultan Masterwork - Jewelcrafting II|Jewelcrafting|10.0|"[[1.0, 'Living Bronzewood'], [4.0, 'Brilliant Bead'], [1.0, 'Lakh Varnish']]"|Gear|N/A|Ring|-
Mastered Bronzewood Raid Ring|1.0|False|1400|1400|Chultan Masterwork - Jewelcrafting II|Jewelcrafting|10.0|"[[1.0, 'Living Bronzewood'], [4.0, 'Bronzewood Lumber'], [1.0, 'Lakh Varnish']]"|Gear|N/A|Ring|-
Mastered Lichstone Ward Ring|1.0|False|1400|1400|Chultan Masterwork - Jewelcrafting II|Jewelcrafting|10.0|"[[1.0, 'Lichstone Enamel'], [4.0, 'Bronzewood Lumber'], [1.0, 'Lakh Varnish']]"|Gear|N/A|Ring|-
Mastered Beaded Amulet|1.0|False|1400|1400|Chultan Masterwork - Jewelcrafting II|Jewelcrafting|10.0|"[[1.0, 'Living Bronzewood'], [2.0, 'Feathered Ornament'], [4.0, 'Brilliant Bead'], [1.0, 'Lakh Varnish']]"|Gear|N/A|Ring|-
Mastered Bronzewood Amulet|1.0|False|1400|1400|Chultan Masterwork - Jewelcrafting II|Jewelcrafting|10.0|"[[1.0, 'Living Bronzewood'], [2.0, 'Bronzewood Lumber'], [4.0, 'Brilliant Bead'], [1.0, 'Lakh Varnish']]"|Gear|N/A|Ring|-
